"gene","end","sample","condition","count","percent"
"Ala-AGC-12","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",558,17.06
"Ala-AGC-12","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",95,18.23
"Ala-AGC-12","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",283,16.26
"Ala-AGC-12","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",478,21.61
"Ala-AGC-12","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",275,15.85
"Ala-AGC-12","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",483,18.63
"Ala-AGC-12","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",687,14.81
"Ala-AGC-13","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",57,4.05
"Ala-AGC-13","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",75,3.27
"Ala-AGC-13","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",25,6.68
"Ala-AGC-13","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",59,5.4
"Ala-AGC-13","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",141,10.19
"Ala-AGC-13","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",102,8.19
"Ala-AGC-13","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",140,8.63
"Ala-AGC-13","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",236,7.83
"Ala-AGC-13","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",33,2.34
"Ala-AGC-13","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",83,3.62
"Ala-AGC-13","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",18,4.81
"Ala-AGC-13","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",27,2.47
"Ala-AGC-13","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",74,5.35
"Ala-AGC-13","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",46,3.69
"Ala-AGC-13","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",80,4.93
"Ala-AGC-13","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",99,3.28
"Ala-AGC-13","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",1008,71.54
"Ala-AGC-13","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",1732,75.5
"Ala-AGC-13","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",263,70.32
"Ala-AGC-13","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",822,75.27
"Ala-AGC-13","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",865,62.5
"Ala-AGC-13","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",896,71.97
"Ala-AGC-13","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",1043,64.3
"Ala-AGC-13","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",2174,72.11
"Ala-AGC-13","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",311,22.07
"Ala-AGC-13","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",404,17.61
"Ala-AGC-13","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",68,18.18
"Ala-AGC-13","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",184,16.85
"Ala-AGC-13","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",304,21.97
"Ala-AGC-13","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",201,16.14
"Ala-AGC-13","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",359,22.13
"Ala-AGC-13","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",506,16.78
"Ala-AGC-14","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",25,5.57
"Ala-AGC-14","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",26,4.27
"Ala-AGC-14","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",10,9.43
"Ala-AGC-14","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",22,5.63
"Ala-AGC-14","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",39,8.74
"Ala-AGC-14","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",49,12.22
"Ala-AGC-14","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",39,8.48
"Ala-AGC-14","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",82,9.11
"Ala-AGC-14","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",16,3.56
"Ala-AGC-14","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",27,4.43
"Ala-AGC-14","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",4,3.77
"Ala-AGC-14","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",11,2.81
"Ala-AGC-14","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",32,7.17
"Ala-AGC-14","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",13,3.24
"Ala-AGC-14","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",12,2.61
"Ala-AGC-14","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",35,3.89
"Ala-AGC-14","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",316,70.38
"Ala-AGC-14","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",495,81.28
"Ala-AGC-14","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",79,74.53
"Ala-AGC-14","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",299,76.47
"Ala-AGC-14","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",289,64.8
"Ala-AGC-14","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",287,71.57
"Ala-AGC-14","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",321,69.78
"Ala-AGC-14","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",658,73.11
"Ala-AGC-14","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",92,20.49
"Ala-AGC-14","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",61,10.02
"Ala-AGC-14","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",13,12.26
"Ala-AGC-14","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",59,15.09
"Ala-AGC-14","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",86,19.28
"Ala-AGC-14","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",52,12.97
"Ala-AGC-14","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",88,19.13
"Ala-AGC-14","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",125,13.89
"Ala-AGC-15","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",33,4.97
"Ala-AGC-15","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",40,4.07
"Ala-AGC-15","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",9,5.14
"Ala-AGC-15","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",20,4.17
"Ala-AGC-15","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",58,8.23
"Ala-AGC-15","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",41,6.17
"Ala-AGC-15","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",78,8.35
"Ala-AGC-15","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",117,6.9
"Ala-AGC-15","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",29,4.37
"Ala-AGC-15","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",28,2.85
"Ala-AGC-15","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",7,4
"Ala-AGC-15","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",13,2.71
"Ala-AGC-15","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",28,3.97
"Ala-AGC-15","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",19,2.86
"Ala-AGC-15","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",45,4.82
"Ala-AGC-15","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",56,3.3
"Ala-AGC-15","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",465,70.03
"Ala-AGC-15","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",755,76.88
"Ala-AGC-15","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",125,71.43
"Ala-AGC-15","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",385,80.21
"Ala-AGC-15","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",473,67.09
"Ala-AGC-15","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",522,78.61
"Ala-AGC-15","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",622,66.6
"Ala-AGC-15","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",1267,74.75
"Ala-AGC-15","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",137,20.63
"Ala-AGC-15","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",159,16.19
"Ala-AGC-15","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",34,19.43
"Ala-AGC-15","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",62,12.92
"Ala-AGC-15","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",146,20.71
"Ala-AGC-15","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",82,12.35
"Ala-AGC-15","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",189,20.24
"Ala-AGC-15","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",255,15.04
"Ala-AGC-16","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",0,0
"Ala-AGC-16","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",0,0
"Ala-AGC-16","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",0,0
"Ala-AGC-16","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",0,0
"Ala-AGC-16","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",0,0
"Ala-AGC-16","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",0,0
"Ala-AGC-16","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",0,0
"Ala-AGC-16","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",1,100
"Ala-AGC-16","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",0,0
"Ala-AGC-16","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",0,0
"Ala-AGC-16","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",0,0
"Ala-AGC-16","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",0,0
"Ala-AGC-16","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",0,0
"Ala-AGC-16","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",0,0
"Ala-AGC-16","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",0,0
"Ala-AGC-16","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",0,0
"Ala-AGC-16","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",2,66.67
"Ala-AGC-16","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",4,100
"Ala-AGC-16","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",3,100
"Ala-AGC-16","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",2,100
"Ala-AGC-16","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",2,100
"Ala-AGC-16","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",2,100
"Ala-AGC-16","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",3,100
"Ala-AGC-16","CA","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",0,0
"Ala-AGC-16","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",1,33.33
"Ala-AGC-16","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",0,0
"Ala-AGC-16","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",0,0
"Ala-AGC-16","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",0,0
"Ala-AGC-16","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",0,0
"Ala-AGC-16","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",0,0
"Ala-AGC-16","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",0,0
"Ala-AGC-16","CC","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",0,0
"Ala-AGC-17","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",6,1.66
"Ala-AGC-17","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",13,2.56
"Ala-AGC-17","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",1,1.09
"Ala-AGC-17","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_2_R1.fq.gz.unpaired_uniq.bam","X1",11,4.23
"Ala-AGC-17","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_1_R1.fq.gz.unpaired_uniq.bam","X2",10,3.33
"Ala-AGC-17","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X2_2_R1.fq.gz.unpaired_uniq.bam","X2",19,7.31
"Ala-AGC-17","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_1_R1.fq.gz.unpaired_uniq.bam","X4",13,4.28
"Ala-AGC-17","Absent","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X4_2_R1.fq.gz.unpaired_uniq.bam","X4",24,4.25
"Ala-AGC-17","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_1_R1.fq.gz.unpaired_uniq.bam","Ctrl",18,4.97
"Ala-AGC-17","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_Ctrl_2_R1.fq.gz.unpaired_uniq.bam","Ctrl",11,2.17
"Ala-AGC-17","C","/gpfs2/shankj/CodonUsage2/Ensembl/0Lib/01tRNA_seq/skj/clean_X1_1_R1.fq.gz.unpaired_uniq.bam","X1",5,5.43
